Row,Col,Anomaly_Score
0,0,0.17847357230192354
0,1,0.17847357230187813
0,2,0.12693616305636266
0,3,0.11702786950930344
0,4,0.10962420503410779
0,5,0.109624205034105
0,6,0.08304029290485225
0,7,0.09169894341927788
0,8,0.03403063988570272
0,9,0.03671899938373494
0,10,0.03671899938376979
0,11,0.028998638389459052
0,12,0.031598671300980305
0,13,0.028249451866458112
0,14,0.02824945186660739
0,15,0.03802319923462318
0,16,0.030235676144868502
0,17,0.035337769263682525
0,18,0.03533776926376245
0,19,0.03724168549539815
0,20,0.10562461397580267
0,21,0.10982806456406463
0,22,0.109828064563925
0,23,0.1504220014408748
0,24,0.14237910163533687
0,25,0.14694860603481946
0,26,0.14466499776532132
0,27,0.14466499776532696
0,28,0.14605482676998593
0,29,0.09894988766268968
0,30,0.03374307075813567
0,31,0.03683588139238458
0,32,0.03583010821472571
0,33,0.030024702249445694
0,34,0.02920371049685955
0,35,0.03538518515306336
0,36,0.041122424884303246
0,37,0.04104926769798621
0,38,0.04104926769809494
0,39,0.03477547219809046
0,40,0.02978472733347402
0,41,0.03637126263299507
0,42,0.012585080328490072
0,43,0.010238865072841727
0,44,0.009912035603209345
0,45,0.01937834984679365
0,46,0.022316700343773057
0,47,0.013880403052882908
0,48,0.0258224581368697
0,49,0.01899695415495753
0,50,0.01899695415501187
0,51,0.13922402043760998
0,52,0.13916824788055357
0,53,0.13220634653544466
0,54,0.13763930179985714
0,55,0.136440881834
0,56,0.13872748046737834
0,57,0.141263940906744
0,58,0.14525807023700507
0,59,0.1427676948320118
0,60,0.1363367020728624
0,61,0.1363367020727603
0,62,0.1370372673916886
0,63,0.13997239948895038
0,64,0.1386366406721629
0,65,0.13863664067201037
0,66,0.14373976995857504
0,67,0.14723154794993068
0,68,0.14669640426578484
0,69,0.1466964042658251
0,70,0.14358792190426514
0,71,0.1435879219042319
0,72,0.1238647595765288
0,73,0.14831910575995175
0,74,0.14831910576000892
0,75,0.13422129518550183
0,76,0.1924383509441523
0,77,0.13544540517597037
0,78,0.13544540517588918
0,79,0.12894767921580255
0,80,0.14107699572735266
0,81,0.13375270400989553
0,82,0.3025165025017996
0,83,0.302516502501785
0,84,0.35260496312714845
0,85,0.4023893372667877
0,86,0.45098229327092043
0,87,0.46186554283748216
0,88,0.4577023553931481
0,89,0.45770235539317494
0,90,0.4524959930488137
0,91,0.4380789903284936
0,92,0.4424623040221345
0,93,0.44919700956512265
0,94,0.448052826339592
0,95,0.4634723893328071
0,96,0.4637406080047533
0,97,0.4545382816257582
0,98,0.4541830865737865
0,99,0.45406936948045246
1,0,0.1534794670130674
1,1,0.13712790141770834
1,2,0.13712790141762965
1,3,0.12949105336127748
1,4,0.11865753066479652
