Row,Col,Anomaly_Score
0,0,0.18165920725633464
0,1,0.18165920725638143
0,2,0.12248009014686187
0,3,0.11059904680284646
0,4,0.10320746640904155
0,5,0.10320746640903865
0,6,0.07080000999089701
0,7,0.08881578058518354
0,8,0.03789437251546821
0,9,0.044527030584039874
0,10,0.044527030583951195
0,11,0.029763860258516992
0,12,0.036396083598983005
0,13,0.0269079735931995
0,14,0.026907973593370636
0,15,0.0321004723088944
0,16,0.027118991451334593
0,17,0.02790048495086279
0,18,0.027900484950951276
0,19,0.02941415109865895
0,20,0.09128712607606139
0,21,0.09518015941701347
0,22,0.0951801594170294
0,23,0.1259731026259748
0,24,0.12547237039965728
0,25,0.1248746066040371
0,26,0.11888572177432866
0,27,0.11888572177435683
0,28,0.12589154543701092
0,29,0.08805940268724186
0,30,0.03612405207365981
0,31,0.04639780778944065
0,32,0.046331490009630466
0,33,0.030202424363041002
0,34,0.026666925868872517
0,35,0.037687346129403894
0,36,0.04626080250270684
0,37,0.05068409944017323
0,38,0.05068409944014066
0,39,0.0347826445261225
0,40,0.026059787294082117
0,41,0.04437357190621069
0,42,0.016810037313139427
0,43,0.015098865413555016
0,44,0.016517318116111727
0,45,0.023681866517691493
0,46,0.023264121642522794
0,47,0.01763350511416348
0,48,0.025412235856925584
0,49,0.027879103214837917
0,50,0.027879103214840262
0,51,0.11546582612554974
0,52,0.08476359926559135
0,53,0.07886153870315278
0,54,0.09071705700240487
0,55,0.11140052925057001
0,56,0.11198666886339181
0,57,0.11503357376401602
0,58,0.10787850562028682
0,59,0.10400434164397568
0,60,0.07676146184851236
0,61,0.07676146184851666
0,62,0.07547470046943854
0,63,0.10628398731048413
0,64,0.11166710567577355
0,65,0.11166710567585378
0,66,0.10915855774355064
0,67,0.11142204975757422
0,68,0.12068850883249158
0,69,0.12068850883243097
0,70,0.12736474700073538
0,71,0.12736474700083794
0,72,0.11227050464878413
0,73,0.12186223441132182
0,74,0.1218622344112594
0,75,0.11723162174445692
0,76,0.18914404887774708
0,77,0.12559953308103644
0,78,0.1255995330809432
0,79,0.11093090610915557
0,80,0.12918889437729605
0,81,0.12895286580570808
0,82,0.2997377028999344
0,83,0.29973770289991436
0,84,0.3371843599243833
0,85,0.3678683844995327
0,86,0.4307798138554508
0,87,0.4581153691724393
0,88,0.4557891131199637
0,89,0.4557891131199666
0,90,0.4467850661777121
0,91,0.43798322440495824
0,92,0.4491985689781606
0,93,0.4441101398214445
0,94,0.4481126311146002
0,95,0.4639864905508427
0,96,0.4641757688751004
0,97,0.44536743834329373
0,98,0.4584056215458227
0,99,0.46229061364368584
1,0,0.1474350340209218
1,1,0.12785863253240926
1,2,0.12785863253238455
1,3,0.12456805614468004
1,4,0.10823840441520549
1,5,0.10823840441514719
1,6,0.10515409438889162
1,7,0.1121710437423425
1,8,0.08397875834913973
1,9,0.1417721635990097
1,10,0.1417721635990365
1,11,0.12398057509830529
1,12,0.0961401423886947
1,13,0.024047114942711754
1,14,0.024047114942717673
1,15,0.03257303789961923
1,16,0.03903821201068225
1,17,0.030061227434196647
1,18,0.030061227434292286
1,19,0.030326811946455746
1,20,0.036297417130818056
1,21,0.03100269706865903
1,22,0.11219099138179965
1,23,0.11219099138174143
1,24,0.10735669499513846
1,25,0.12676158696434375
1,26,0.12289440338478183
1,27,0.12154063970619879
1,28,0.13149259317820403
1,29,0.11057635134391745
1,30,0.03739948359031438
1,31,0.04043086402151569
1,32,0.0508660604270596
1,33,0.05086606042705087
1,34,0.025929579176499226
1,35,0.03007664936084124
1,36,0.028828342113447057
1,37,0.039424167653180936
1,38,0.03942416765330768
1,39,0.045879803641120674
1,40,0.021703304264861476
1,41,0.035349027949233905
1,42,0.028279202280193365
1,43,0.014547718927689149
1,44,0.012225785986329807
1,45,0.02809647069717644
1,46,0.018627198911031005
1,47,0.01851579610836866
1,48,0.02329716834697759
1,49,0.02655175388032668
1,50,0.02655175388041525
1,51,0.11439322803068101
1,52,0.08740685572891103
1,53,0.09021439673891228
1,54,0.12192873955594603
1,55,0.07990664646282422
1,56,0.08060868508934653
1,57,0.07414631423997148
1,58,0.06131003380798385
1,59,0.10622165566863116
1,60,0.10803511190645662
1,61,0.10803511190654078
1,62,0.10826623391746414
1,63,0.12504760671169726
1,64,0.12565013511226641
1,65,0.12565013511223772
1,66,0.12951153686871508
1,67,0.12458209234849624
1,68,0.12071236762572177
1,69,0.12071236762576762
1,70,0.10017536159607242
